CustomerKey,FullName,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
18425,MR.GARRETT BROOKS,MR.,GARRETT,BROOKS,9/14/1954,M,M,garrett5@adventure-works.com,"$60,000 ",2,High School,Professional,N
18426,MR.LUKE GONZALES,MR.,LUKE,GONZALES,3/24/1953,M,M,luke6@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y
18427,MR.JUSTIN DIAZ,MR.,JUSTIN,DIAZ,4/23/1953,M,M,justin19@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y
18428,MRS.ALEXIS HENDERSON,MRS.,ALEXIS,HENDERSON,2/21/1953,S,F,alexis27@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y
18429,MRS.FAITH GONZALES,MRS.,FAITH,GONZALES,3/14/1953,S,F,faith16@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y
18430,MRS.VICTORIA MORGAN,MRS.,VICTORIA,MORGAN,07-09-52,M,F,victoria30@adventure-works.com,"$40,000 ",3,Partial College,Professional,N
18431,MR.CAMERON HAYES,MR.,CAMERON,HAYES,8/27/1952,M,M,cameron18@adventure-works.com,"$40,000 ",3,Partial College,Professional,N
18432,MRS.JORDAN LOPEZ,MRS.,JORDAN,LOPEZ,04-08-38,M,F,jordan50@adventure-works.com,"$70,000 ",5,Graduate Degree,Management,Y
18433,MR.SETH ROSS,MR.,SETH,ROSS,7/27/1938,M,M,seth52@adventure-works.com,"$70,000 ",5,Graduate Degree,Management,N
18434,MR.CLAYTON STONE,MR.,CLAYTON,STONE,02-01-38,M,M,clayton22@adventure-works.com,"$80,000 ",4,Graduate Degree,Management,Y
18436,MR.RICHARD JOHNSON,MR.,RICHARD,JOHNSON,5/20/1939,M,M,richard41@adventure-works.com,"$80,000 ",4,Graduate Degree,Management,N
18437,MRS.ISABELLA BUTLER,MRS.,ISABELLA,BUTLER,12-08-40,M,F,isabella24@adventure-works.com,"$70,000 ",5,Graduate Degree,Management,Y
18438,MRS.SHEILA SANZ,MRS.,SHEILA,SANZ,3/24/1941,M,F,sheila18@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y
18439,MRS.ANGELA COLEMAN,MRS.,ANGELA,COLEMAN,7/15/1941,M,F,angela8@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y
18440,MR.JOE ASHE,MR.,JOE,ASHE,11-04-41,M,M,joe28@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y
18441,MRS.TABITHA MUNOZ,MRS.,TABITHA,MUNOZ,8/21/1941,M,F,tabitha27@adventure-works.com,"$70,000 ",5,Graduate Degree,Management,Y
18442,MR.MASON HILL,MR.,MASON,HILL,03-02-41,S,M,mason34@adventure-works.com,"$70,000 ",5,Graduate Degree,Management,Y
18443,MR.ROSS LOPEZ,MR.,ROSS,LOPEZ,08-08-47,M,M,ross16@adventure-works.com,"$10,000 ",2,Partial High School,Clerical,Y
18444,MRS.SHANNON CHOW,MRS.,SHANNON,CHOW,7/14/1947,S,F,shannon2@adventure-works.com,"$20,000 ",4,High School,Skilled Manual,Y
18445,MR.COLIN LI,MR.,COLIN,LI,11/21/1947,M,M,colin3@adventure-works.com,"$20,000 ",4,High School,Skilled Manual,Y
18446,MR.LARRY RAMOS,MR.,LARRY,RAMOS,2/18/1947,M,M,larry20@adventure-works.com,"$20,000 ",4,High School,Skilled Manual,N
18447,MRS.RENEE ORTEGA,MRS.,RENEE,ORTEGA,9/24/1948,M,F,renee20@adventure-works.com,"$10,000 ",2,Partial High School,Clerical,Y
18448,MS.JENNIFER BAILEY,MS.,JENNIFER,BAILEY,01-02-78,M,F,jennifer61@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,Y
18449,MR.DERRICK RAMOS,MR.,DERRICK,RAMOS,9/13/1977,M,M,derrick16@adventure-works.com,"$40,000 ",0,Partial High School,Clerical,N
18450,MR.WILLIE SHEN,MR.,WILLIE,SHEN,8/23/1948,M,M,willie22@adventure-works.com,"$10,000 ",2,Partial High School,Clerical,Y
18451,MR.DALE PAL,MR.,DALE,PAL,05-08-48,M,M,dale9@adventure-works.com,"$20,000 ",2,Partial High School,Clerical,Y
18452,MR.BRUCE MARTINEZ,MR.,BRUCE,MARTINEZ,06-12-48,M,M,bruce17@adventure-works.com,"$30,000 ",3,Partial College,Clerical,N
18453,MS.CAROLINE PATTERSON,MS.,CAROLINE,PATTERSON,06-02-77,S,F,caroline11@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y
18454,MR.GEORGE PEREZ,MR.,GEORGE,PEREZ,11/23/1977,S,M,george28@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,Y
18455,MR.ALEJANDRO WU,MR.,ALEJANDRO,WU,9/25/1977,M,M,alejandro9@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N
18456,MR.TIMOTHY BAILEY,MR.,TIMOTHY,BAILEY,09-05-77,S,M,timothy17@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N
18457,MRS.OLIVIA WHITE,MRS.,OLIVIA,WHITE,1/16/1950,M,F,olivia12@adventure-works.com,"$30,000 ",3,Partial College,Clerical,N
18458,MR.GREGORY SHE,MR.,GREGORY,SHE,04-12-50,S,M,gregory5@adventure-works.com,"$30,000 ",3,Partial College,Clerical,Y
18459,MS.TONI SAI,MS.,TONI,SAI,01-11-80,S,F,toni5@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,N
18460,MS.FAITH BUTLER,MS.,FAITH,BUTLER,04-09-80,S,F,faith13@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N
18461,MRS.TINA MARTINEZ,MRS.,TINA,MARTINEZ,7/14/1952,M,F,tina19@adventure-works.com,"$30,000 ",3,High School,Skilled Manual,N
18462,MR.CLARENCE ZHU,MR.,CLARENCE,ZHU,1/18/1952,M,M,clarence7@adventure-works.com,"$30,000 ",3,High School,Skilled Manual,Y
18463,MRS.ADRIANA SURI,MRS.,ADRIANA,SURI,07-11-52,M,F,adriana0@adventure-works.com,"$30,000 ",3,High School,Skilled Manual,Y
18464,MRS.TONI SURI,MRS.,TONI,SURI,9/22/1952,M,F,toni0@adventure-works.com,"$30,000 ",3,High School,Skilled Manual,Y
18465,MRS.JAMIE YANG,MRS.,JAMIE,YANG,2/22/1952,S,F,jamie7@adventure-works.com,"$30,000 ",3,High School,Skilled Manual,Y
18466,MRS.JOY GUTIERREZ,MRS.,JOY,GUTIERREZ,03-12-53,M,F,joy12@adventure-works.com,"$40,000 ",2,Partial College,Skilled Manual,Y
18467,MR.DARREN TOWNSEND,MR.,DARREN,TOWNSEND,11/24/1953,S,M,darren34@adventure-works.com,"$40,000 ",3,Partial College,Skilled Manual,Y
18468,MR.JOEL SANCHEZ,MR.,JOEL,SANCHEZ,05-04-53,S,M,joel19@adventure-works.com,"$40,000 ",3,Partial College,Skilled Manual,Y
18469,MRS.ROBYN RUBIO,MRS.,ROBYN,RUBIO,03-10-54,S,F,robyn17@adventure-works.com,"$80,000 ",2,Partial College,Skilled Manual,N
18470,MRS.JENNIFER TAYLOR,MRS.,JENNIFER,TAYLOR,10/19/1954,S,F,jennifer37@adventure-works.com,"$80,000 ",2,Partial College,Skilled Manual,N
18471,MS.PAIGE STEWART,MS.,PAIGE,STEWART,2/17/1975,S,F,paige47@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,N
18472,MS.HANNAH ROSS,MS.,HANNAH,ROSS,06-04-75,S,F,hannah27@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y
18473,MR.NATHANIEL ROGERS,MR.,NATHANIEL,ROGERS,5/27/1975,M,M,nathaniel21@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,Y
18474,MR.JAMES SMITH,MR.,JAMES,SMITH,07-11-75,M,M,james75@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,Y
18476,MS.BROOKE ROGERS,MS.,BROOKE,ROGERS,8/17/1974,S,F,brooke17@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,N
18477,MS.ANGELICA HUGHES,MS.,ANGELICA,HUGHES,08-10-73,S,F,angelica11@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N
18478,MR.EDUARDO ROBERTS,MR.,EDUARDO,ROBERTS,10-05-73,M,M,eduardo37@adventure-works.com,"$70,000 ",0,Partial College,Professional,Y
18479,MS.STACEY CHEN,MS.,STACEY,CHEN,10/19/1973,M,F,stacey2@adventure-works.com,"$70,000 ",0,Partial College,Professional,Y
18480,MS.HEIDI SURI,MS.,HEIDI,SURI,07-09-73,S,F,heidi2@adventure-works.com,"$70,000 ",0,Partial College,Professional,Y
18481,MS.TANYA ROMERO,MS.,TANYA,ROMERO,3/14/1973,M,F,tanya5@adventure-works.com,"$70,000 ",0,Partial College,Professional,Y
18482,MRS.SHARON NARA,MRS.,SHARON,NARA,9/15/1955,S,F,sharon22@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,N
18483,MR.BYRON GILL,MR.,BYRON,GILL,03-10-55,S,M,byron8@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,N
18484,MR.DUSTIN SHARMA,MR.,DUSTIN,SHARMA,12/16/1955,S,M,dustin9@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,N
18485,MR.DEVIN GONZALEZ,MR.,DEVIN,GONZALEZ,11/21/1955,S,M,devin31@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y
18486,MRS.KARI TORRES,MRS.,KARI,TORRES,12-06-56,S,F,kari32@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,Y
18487,MRS.TASHA NATH,MRS.,TASHA,NATH,10-10-56,S,F,tasha19@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,N
18488,MR.CLAYTON XU,MR.,CLAYTON,XU,5/23/1956,M,M,clayton11@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,Y
18489,MR.JOHNNY NARA,MR.,JOHNNY,NARA,9/16/1956,M,M,johnny18@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,Y
18490,MR.BRAD RAI,MR.,BRAD,RAI,11/23/1957,S,M,brad18@adventure-works.com,"$70,000 ",2,High School,Professional,N
18491,MRS.MICHELE GONZALEZ,MRS.,MICHELE,GONZALEZ,5/27/1957,S,F,michele32@adventure-works.com,"$70,000 ",2,High School,Professional,Y
18492,MRS.TAMARA JOHNSTON,MRS.,TAMARA,JOHNSTON,10/13/1958,S,F,tamara22@adventure-works.com,"$100,000 ",1,Bachelors,Management,Y
18493,MRS.KAITLIN MCDONALD,MRS.,KAITLIN,MCDONALD,09-03-58,M,F,kaitlin14@adventure-works.com,"$100,000 ",1,Bachelors,Management,Y
18494,MR.MARCUS YOUNG,MR.,MARCUS,YOUNG,05-07-58,M,M,marcus27@adventure-works.com,"$110,000 ",5,Bachelors,Management,Y
18495,MR.JEREMY PHILLIPS,MR.,JEREMY,PHILLIPS,09-03-58,S,M,jeremy16@adventure-works.com,"$120,000 ",5,Bachelors,Management,Y
18496,MR.VINCENT ZHENG,MR.,VINCENT,ZHENG,02-05-58,S,M,vincent19@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y
18497,MR.FERNANDO EVANS,MR.,FERNANDO,EVANS,8/19/1973,S,M,fernando41@adventure-works.com,"$80,000 ",0,Bachelors,Management,N
18498,MR.ZACHARY RUSSELL,MR.,ZACHARY,RUSSELL,7/18/1973,S,M,zachary18@adventure-works.com,"$80,000 ",0,Bachelors,Management,Y
18499,MR.DARREN RODRIGUEZ,MR.,DARREN,RODRIGUEZ,5/20/1974,S,M,darren20@adventure-works.com,"$60,000 ",0,Partial College,Professional,Y
18500,MR.JOSE BROWN,MR.,JOSE,BROWN,6/25/1974,M,M,jose61@adventure-works.com,"$60,000 ",0,Partial College,Professional,Y
18501,MS.ALEXANDRA POWELL,MS.,ALEXANDRA,POWELL,08-11-74,S,F,alexandra32@adventure-works.com,"$60,000 ",0,Partial College,Professional,N
18502,MS.PAMELA MADAN,MS.,PAMELA,MADAN,10-04-74,M,F,pamela10@adventure-works.com,"$60,000 ",0,High School,Professional,Y
18503,MR.TIMOTHY PETERSON,MR.,TIMOTHY,PETERSON,5/16/1966,S,M,timothy6@adventure-works.com,"$150,000 ",0,Bachelors,Management,N
18504,MR.ANGEL ADAMS,MR.,ANGEL,ADAMS,02-06-57,M,M,angel37@adventure-works.com,"$70,000 ",2,Partial High School,Skilled Manual,N
18505,MRS.CAROL SCOTT,MRS.,CAROL,SCOTT,11-04-57,M,F,carol14@adventure-works.com,"$60,000 ",2,High School,Professional,N
18506,MR.EVAN BRADLEY,MR.,EVAN,BRADLEY,1/17/1957,M,M,evan15@adventure-works.com,"$60,000 ",2,High School,Professional,N
18507,MR.EDWARD BAKER,MR.,EDWARD,BAKER,7/13/1957,M,M,edward9@adventure-works.com,"$60,000 ",2,High School,Professional,N
18508,MRS.MICHELE CHANDER,MRS.,MICHELE,CHANDER,7/24/1957,S,F,michele16@adventure-works.com,"$70,000 ",3,Partial College,Professional,Y
18509,MR.XAVIER FOSTER,MR.,XAVIER,FOSTER,4/16/1956,M,M,xavier56@adventure-works.com,"$60,000 ",2,High School,Professional,N
18510,MR.SAMUEL WASHINGTON,MR.,SAMUEL,WASHINGTON,2/26/1956,S,M,samuel12@adventure-works.com,"$60,000 ",2,High School,Professional,Y
18511,MRS.MYA JENKINS,MRS.,MYA,JENKINS,5/23/1956,S,F,mya9@adventure-works.com,"$70,000 ",3,Partial College,Professional,Y
18512,MR.ALEX TORRES,MR.,ALEX,TORRES,06-08-56,M,M,alex7@adventure-works.com,"$70,000 ",3,Partial College,Professional,N
18513,MR.EDWIN XU,MR.,EDWIN,XU,11/19/1956,M,M,edwin27@adventure-works.com,"$70,000 ",3,Partial College,Professional,N
18514,MRS.ANNE ROMERO,MRS.,ANNE,ROMERO,12/17/1956,S,F,anne10@adventure-works.com,"$70,000 ",3,Partial College,Professional,Y
18515,MRS.GABRIELLE PATTERSON,MRS.,GABRIELLE,PATTERSON,07-08-56,M,F,gabrielle33@adventure-works.com,"$70,000 ",3,Partial College,Professional,N
18516,MR.JUAN BROOKS,MR.,JUAN,BROOKS,08-07-32,S,M,juan11@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y
18517,MR.TRISTAN DIAZ,MR.,TRISTAN,DIAZ,03-06-65,M,M,tristan21@adventure-works.com,"$100,000 ",3,Bachelors,Management,Y
18518,MRS.STEPHANIE SCOTT,MRS.,STEPHANIE,SCOTT,05-12-65,S,F,stephanie58@adventure-works.com,"$100,000 ",4,Bachelors,Management,Y
18519,MR.ALEX COOK,MR.,ALEX,COOK,8/24/1965,M,M,alex25@adventure-works.com,"$100,000 ",4,Partial College,Professional,Y
18520,MR.RAFAEL HUANG,MR.,RAFAEL,HUANG,11/27/1965,M,M,rafael6@adventure-works.com,"$110,000 ",2,Bachelors,Management,Y
18521,MRS.MEGHAN ROWE,MRS.,MEGHAN,ROWE,3/20/1965,M,F,meghan20@adventure-works.com,"$110,000 ",2,Bachelors,Management,Y
18522,MR.JEREMIAH SMITH,MR.,JEREMIAH,SMITH,03-08-65,M,M,jeremiah24@adventure-works.com,"$130,000 ",1,Graduate Degree,Management,Y
18523,MR.SAMUEL FOSTER,MR.,SAMUEL,FOSTER,7/13/1964,M,M,samuel15@adventure-works.com,"$80,000 ",4,Bachelors,Management,Y
18524,MR.EDWARD ALEXANDER,MR.,EDWARD,ALEXANDER,3/25/1964,M,M,edward67@adventure-works.com,"$80,000 ",4,Bachelors,Management,Y
18526,MR.KEVIN HERNANDEZ,MR.,KEVIN,HERNANDEZ,12/24/1962,S,M,kevin56@adventure-works.com,"$70,000 ",1,Bachelors,Professional,N
18527,MR.JONATHAN BAKER,MR.,JONATHAN,BAKER,8/28/1962,M,M,jonathan45@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y
18528,MR.JOHN RODRIGUEZ,MR.,JOHN,RODRIGUEZ,11-03-62,M,M,john54@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y
18529,MR.ALBERT CASTRO,MR.,ALBERT,CASTRO,2/19/1961,S,M,albert18@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
18530,MR.WYATT EVANS,MR.,WYATT,EVANS,12/20/1942,M,M,wyatt46@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y
18531,MR.THOMAS SIMMONS,MR.,THOMAS,SIMMONS,2/14/1942,S,M,thomas17@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y
18532,MR.MARCUS RUSSELL,MR.,MARCUS,RUSSELL,05-10-42,M,M,marcus69@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
18533,MR.LUCAS MARTINEZ,MR.,LUCAS,MARTINEZ,8/26/1942,M,M,lucas31@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
18534,MR.HUNTER COLLINS,MR.,HUNTER,COLLINS,11/27/1943,M,M,hunter31@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y
18535,MR.DONALD KAPOOR,MR.,DONALD,KAPOOR,10-07-43,S,M,donald3@adventure-works.com,"$60,000 ",4,Graduate Degree,Management,Y
18536,MRS.HAILEY COLEMAN,MRS.,HAILEY,COLEMAN,3/22/1943,M,F,hailey27@adventure-works.com,"$60,000 ",4,Graduate Degree,Management,Y
18537,MRS.KATHRYN CARSON,MRS.,KATHRYN,CARSON,01-04-43,S,F,kathryn13@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
18538,MR.IAN MITCHELL,MR.,IAN,MITCHELL,9/14/1943,S,M,ian33@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
18539,MRS.RILEY RUSSELL,MRS.,RILEY,RUSSELL,2/18/1943,M,F,riley17@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
18540,MRS.VICTORIA PERRY,MRS.,VICTORIA,PERRY,6/28/1943,S,F,victoria55@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
18541,MRS.KAYLA JONES,MRS.,KAYLA,JONES,07-06-43,M,F,kayla3@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y
18542,MR.DUSTIN SHE,MR.,DUSTIN,SHE,07-03-43,M,M,dustin0@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y
18543,MR.DALTON WILSON,MR.,DALTON,WILSON,3/24/1944,M,M,dalton6@adventure-works.com,"$40,000 ",4,High School,Professional,N
18544,MRS.RILEY WASHINGTON,MRS.,RILEY,WASHINGTON,12-01-44,M,F,riley11@adventure-works.com,"$40,000 ",4,High School,Professional,N
18545,MR.IAN CLARK,MR.,IAN,CLARK,11-11-44,M,M,ian17@adventure-works.com,"$40,000 ",4,High School,Professional,N
18546,MRS.PIETER WYCOFF,MRS.,PIETER,WYCOFF,6/23/1972,M,F,pieter0@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
18547,MR.ETHAN JOHNSON,MR.,ETHAN,JOHNSON,03-06-72,M,M,ethan30@adventure-works.com,"$70,000 ",2,Graduate Degree,Professional,Y
18548,MR.JORDAN POWELL,MR.,JORDAN,POWELL,02-07-70,M,M,jordan5@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
18549,MRS.SIERRA COLLINS,MRS.,SIERRA,COLLINS,10/13/1970,M,F,sierra2@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
18550,MRS.JULIA GRIFFIN,MRS.,JULIA,GRIFFIN,10/20/1970,M,F,julia87@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
18551,MRS.CHLOE HALL,MRS.,CHLOE,HALL,04-05-70,M,F,chloe21@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
18552,MRS.KELSEY GOEL,MRS.,KELSEY,GOEL,10-04-70,M,F,kelsey18@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
18553,MR.ALEX ROBERTS,MR.,ALEX,ROBERTS,07-07-70,M,M,alex32@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
18554,MRS.ISABELLE ROSS,MRS.,ISABELLE,ROSS,11/18/1970,M,F,isabelle4@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
18555,MRS.MUNIRAJU PULIPALYAM,MRS.,MUNIRAJU,PULIPALYAM,10/17/1970,M,F,muniraju0@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
18556,MR.RUBEN PEREZ,MR.,RUBEN,PEREZ,10-03-69,M,M,ruben22@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,Y
18557,MRS.BAILEY LOPEZ,MRS.,BAILEY,LOPEZ,3/20/1971,M,F,bailey41@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
18558,MRS.ALEXANDRA PRICE,MRS.,ALEXANDRA,PRICE,9/22/1971,M,F,alexandra23@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
18559,MR.LUCAS ADAMS,MR.,LUCAS,ADAMS,12/17/1971,M,M,lucas47@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
18560,MRS.ANNA MILLER,MRS.,ANNA,MILLER,11-02-71,M,F,anna67@adventure-works.com,"$70,000 ",2,Graduate Degree,Professional,Y
18561,MRS.CAROL TORRES,MRS.,CAROL,TORRES,7/19/1971,S,F,carol10@adventure-works.com,"$70,000 ",2,Graduate Degree,Professional,Y
18562,MRS.MARY WRIGHT,MRS.,MARY,WRIGHT,6/16/1969,M,F,mary33@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
18563,MR.EVAN SANCHEZ,MR.,EVAN,SANCHEZ,06-08-69,M,M,evan19@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
18564,MR.JOHN MOORE,MR.,JOHN,MOORE,05-07-67,S,M,john45@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
18565,MR.DALTON BRYANT,MR.,DALTON,BRYANT,3/15/1970,M,M,dalton64@adventure-works.com,"$60,000 ",2,Graduate Degree,Professional,Y
18566,MR.BRYCE PETERSON,MR.,BRYCE,PETERSON,9/17/1970,M,M,bryce5@adventure-works.com,"$70,000 ",4,Graduate Degree,Professional,Y
18567,MRS.MADISON BARNES,MRS.,MADISON,BARNES,01-04-67,S,F,madison38@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,Y
18568,MRS.MYA BENNETT,MRS.,MYA,BENNETT,6/20/1967,S,F,mya3@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,Y
18569,MS.EMMA BRYANT,MS.,EMMA,BRYANT,04-05-66,M,F,emma64@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
18570,MR.MASON PETERSON,MR.,MASON,PETERSON,4/22/1966,S,M,mason6@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
18571,MR.CAMERON KUMAR,MR.,CAMERON,KUMAR,11-06-66,S,M,cameron24@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
18572,MS.DANIELLE WATSON,MS.,DANIELLE,WATSON,11/16/1966,M,F,danielle3@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
18573,MS.ANDREA PHILLIPS,MS.,ANDREA,PHILLIPS,6/17/1966,M,F,andrea31@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
18574,MS.KAITLYN TAYLOR,MS.,KAITLYN,TAYLOR,10/20/1966,M,F,kaitlyn31@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
18575,MS.ERIN STEWART,MS.,ERIN,STEWART,10/14/1966,M,F,erin26@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
18576,MS.EMILY COLEMAN,MS.,EMILY,COLEMAN,7/16/1966,M,F,emily30@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
18577,MS.ISABELLE WINSTON,MS.,ISABELLE,WINSTON,6/22/1966,M,F,isabelle12@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
18578,MR.PATRICK ROGERS,MR.,PATRICK,ROGERS,6/13/1966,S,M,patrick24@adventure-works.com,"$70,000 ",0,Graduate Degree,Professional,Y
18579,MR.WILLIAM BROWN,MR.,WILLIAM,BROWN,3/15/1966,M,M,william20@adventure-works.com,"$70,000 ",4,Graduate Degree,Professional,Y
18580,MRS.EMMA ANDERSON,MRS.,EMMA,ANDERSON,10-10-69,M,F,emma9@adventure-works.com,"$60,000 ",2,Graduate Degree,Professional,Y
18581,MRS.MELINDA DOMINGUEZ,MRS.,MELINDA,DOMINGUEZ,06-08-69,S,F,melinda8@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,Y
18582,MR.BRYAN MORGAN,MR.,BRYAN,MORGAN,1/25/1969,M,M,bryan13@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,Y
18583,MR.LUIS KUMAR,MR.,LUIS,KUMAR,7/17/1969,S,M,luis28@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,Y
18584,MRS.HALEY EVANS,MRS.,HALEY,EVANS,1/20/1969,M,F,haley42@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,N
18585,MRS.KATHERINE BLUE,MRS.,KATHERINE,BLUE,8/27/1969,M,F,katherine9@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,Y
18586,MR.BENJAMIN PATTERSON,MR.,BENJAMIN,PATTERSON,8/22/1969,S,M,benjamin11@adventure-works.com,"$80,000 ",2,Graduate Degree,Professional,Y
18587,MS.MONICA ARUN,MS.,MONICA,ARUN,08-04-65,S,F,monica7@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
18588,MS.ISABELLA ROGERS,MS.,ISABELLA,ROGERS,11/18/1965,S,F,isabella84@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
18589,MS.ANNA STEWART,MS.,ANNA,STEWART,07-05-65,S,F,anna2@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
18590,MRS.VALERIE SUN,MRS.,VALERIE,SUN,9/23/1965,S,F,valerie15@adventure-works.com,"$80,000 ",3,Bachelors,Skilled Manual,Y
18591,MR.EDUARDO NELSON,MR.,EDUARDO,NELSON,05-12-65,M,M,eduardo33@adventure-works.com,"$80,000 ",3,Bachelors,Skilled Manual,Y
18592,MRS.MACKENZIE EVANS,MRS.,MACKENZIE,EVANS,09-09-65,S,F,mackenzie22@adventure-works.com,"$80,000 ",3,Bachelors,Skilled Manual,Y
18593,MRS.SYDNEY MARTINEZ,MRS.,SYDNEY,MARTINEZ,07-03-65,S,F,sydney79@adventure-works.com,"$80,000 ",3,Bachelors,Skilled Manual,N
18594,MRS.KRISTI GARCIA,MRS.,KRISTI,GARCIA,10/21/1965,S,F,kristi32@adventure-works.com,"$80,000 ",3,Bachelors,Skilled Manual,Y
18595,MR.MARCUS HERNANDEZ,MR.,MARCUS,HERNANDEZ,02-06-65,S,M,marcus28@adventure-works.com,"$80,000 ",3,Bachelors,Skilled Manual,Y
18596,MS.GABRIELLA COOPER,MS.,GABRIELLA,COOPER,6/13/1965,S,F,gabriella16@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,N
18597,MS.ISABEL PERRY,MS.,ISABEL,PERRY,6/27/1965,M,F,isabel8@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,N
18598,MR.NORIMICHI YONEKURA,MR.,NORIMICHI,YONEKURA,3/19/1964,S,M,norimichi0@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
18599,MR.KYLE SIMMONS,MR.,KYLE,SIMMONS,04-08-64,S,M,kyle10@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
